Número de personas en el hogar;Número de perceptores de ingresos en el hogar;Periodo;Total
Cuatro personas;0;2006T2;19,5
Cuatro personas;0;2006T1;23,6
Cuatro personas;0;2005T4;20,8
Cuatro personas;0;2005T3;23,1
Cuatro personas;0;2005T2;24,4
Cuatro personas;0;2005T1;29,4
Cuatro personas;0;2004T4;27,5
Cuatro personas;0;2004T3;28,7
Cuatro personas;0;2004T2;23,9
Cuatro personas;0;2004T1;35,7
Cuatro personas;0;2003T4;34,7
Cuatro personas;0;2003T3;36,5
Cuatro personas;0;2003T2;30,5
Cuatro personas;0;2003T1;27,4
Cuatro personas;0;2002T4;33,6
Cuatro personas;0;2002T3;36,1
Cuatro personas;0;2002T2;32,9
Cuatro personas;0;2002T1;34,6
Cuatro personas;1;2025T4;341,3
Cuatro personas;1;2025T3;329,5
Cuatro personas;1;2025T2;331,1
Cuatro personas;1;2025T1;363,9
Cuatro personas;1;2024T4;382,9
Cuatro personas;1;2024T3;374,1
Cuatro personas;1;2024T2;359,4
Cuatro personas;1;2024T1;378,9
Cuatro personas;1;2023T4;379,3
Cuatro personas;1;2023T3;390,3
Cuatro personas;1;2023T2;413,2
Cuatro personas;1;2023T1;443,7
Cuatro personas;1;2022T4;464,9
Cuatro personas;1;2022T3;482,4
Cuatro personas;1;2022T2;472,3
Cuatro personas;1;2022T1;503,5
Cuatro personas;1;2021T4;485,5
Cuatro personas;1;2021T3;470,8
Cuatro personas;1;2021T2;492,9
Cuatro personas;1;2021T1;516,3
Cuatro personas;1;2020T4;568,4
Cuatro personas;1;2020T3;601,5
Cuatro personas;1;2020T2;631,7
Cuatro personas;1;2020T1;577,3
Cuatro personas;1;2019T4;546,1
Cuatro personas;1;2019T3;553,4
Cuatro personas;1;2019T2;594,7
Cuatro personas;1;2019T1;607
Cuatro personas;1;2018T4;638,8
Cuatro personas;1;2018T3;648,1
Cuatro personas;1;2018T2;663,3
Cuatro personas;1;2018T1;697
Cuatro personas;1;2017T4;692,7
Cuatro personas;1;2017T3;712,3
Cuatro personas;1;2017T2;739
Cuatro personas;1;2017T1;742,7
Cuatro personas;1;2016T4;736,9
Cuatro personas;1;2016T3;727
Cuatro personas;1;2016T2;744,3
Cuatro personas;1;2016T1;791,6
Cuatro personas;1;2015T4;781,1
Cuatro personas;1;2015T3;772,8
Cuatro personas;1;2015T2;790,6
Cuatro personas;1;2015T1;827,8
Cuatro personas;1;2014T4;818
Cuatro personas;1;2014T3;817,5
Cuatro personas;1;2014T2;822,7
Cuatro personas;1;2014T1;845,5
Cuatro personas;1;2013T4;836,8
Cuatro personas;1;2013T3;833,3
Cuatro personas;1;2013T2;880,8
Cuatro personas;1;2013T1;866,5
Cuatro personas;1;2012T4;864,4
Cuatro personas;1;2012T3;855,4
Cuatro personas;1;2012T2;859,7
Cuatro personas;1;2012T1;833,9
Cuatro personas;1;2011T4;837,3
Cuatro personas;1;2011T3;801,7
Cuatro personas;1;2011T2;790,6
Cuatro personas;1;2011T1;788,6
Cuatro personas;1;2010T4;770,8
Cuatro personas;1;2010T3;743,3
Cuatro personas;1;2010T2;726,7
Cuatro personas;1;2010T1;744,9
Cuatro personas;1;2009T4;759,3
Cuatro personas;1;2009T3;742,8
Cuatro personas;1;2009T2;727,4
Cuatro personas;1;2009T1;754,2
Cuatro personas;1;2008T4;722,6
Cuatro personas;1;2008T3;700
Cuatro personas;1;2008T2;731,1
Cuatro personas;1;2008T1;708,1
Cuatro personas;1;2007T4;697,6
Cuatro personas;1;2007T3;700
Cuatro personas;1;2007T2;697,2
Cuatro personas;1;2007T1;676,5
Cuatro personas;1;2006T4;680,6
Cuatro personas;1;2006T3;692,4
Cuatro personas;1;2006T2;698
Cuatro personas;1;2006T1;707,1
Cuatro personas;1;2005T4;739,4
Cuatro personas;1;2005T3;728,5
Cuatro personas;1;2005T2;747,4
Cuatro personas;1;2005T1;766,9
Cuatro personas;1;2004T4;806,4
Cuatro personas;1;2004T3;821,8
Cuatro personas;1;2004T2;841,8
Cuatro personas;1;2004T1;866,2
Cuatro personas;1;2003T4;865,6
Cuatro personas;1;2003T3;881,9
Cuatro personas;1;2003T2;919,6
Cuatro personas;1;2003T1;922,7
Cuatro personas;1;2002T4;913,5
Cuatro personas;1;2002T3;929,8
Cuatro personas;1;2002T2;953,3
Cuatro personas;1;2002T1;941,9
Cuatro personas;2;2025T4;1.581,5
Cuatro personas;2;2025T3;1.535,5
Cuatro personas;2;2025T2;1.606,2
Cuatro personas;2;2025T1;1.608,3
Cuatro personas;2;2024T4;1.584,4
Cuatro personas;2;2024T3;1.548,5
Cuatro personas;2;2024T2;1.584,6
Cuatro personas;2;2024T1;1.618,1
Cuatro personas;2;2023T4;1.617,5
Cuatro personas;2;2023T3;1.575
Cuatro personas;2;2023T2;1.620,5
Cuatro personas;2;2023T1;1.624,2
Cuatro personas;2;2022T4;1.624,4
Cuatro personas;2;2022T3;1.603,4
Cuatro personas;2;2022T2;1.645,9
Cuatro personas;2;2022T1;1.686,1
Cuatro personas;2;2021T4;1.732,8
Cuatro personas;2;2021T3;1.715
Cuatro personas;2;2021T2;1.769,6
Cuatro personas;2;2021T1;1.732,5
Cuatro personas;2;2020T4;1.893
Cuatro personas;2;2020T3;1.869,4
Cuatro personas;2;2020T2;1.859,9
Cuatro personas;2;2020T1;1.876,8
Cuatro personas;2;2019T4;1.884,1
Cuatro personas;2;2019T3;1.893,4
Cuatro personas;2;2019T2;1.892,1
Cuatro personas;2;2019T1;1.895,1
Cuatro personas;2;2018T4;1.879
Cuatro personas;2;2018T3;1.859,8
Cuatro personas;2;2018T2;1.849,4
Cuatro personas;2;2018T1;1.863,5
Cuatro personas;2;2017T4;1.853,1
Cuatro personas;2;2017T3;1.790,9
Cuatro personas;2;2017T2;1.803,9
Cuatro personas;2;2017T1;1.820,6
Cuatro personas;2;2016T4;1.811,6
Cuatro personas;2;2016T3;1.798,1
Cuatro personas;2;2016T2;1.810,8
Cuatro personas;2;2016T1;1.763,7
Cuatro personas;2;2015T4;1.772,8
Cuatro personas;2;2015T3;1.779,6
Cuatro personas;2;2015T2;1.779,6
Cuatro personas;2;2015T1;1.744,2
Cuatro personas;2;2014T4;1.763,4
Cuatro personas;2;2014T3;1.748,3
Cuatro personas;2;2014T2;1.761,6
Cuatro personas;2;2014T1;1.769,6
Cuatro personas;2;2013T4;1.772,5
Cuatro personas;2;2013T3;1.778,7
Cuatro personas;2;2013T2;1.763,7
Cuatro personas;2;2013T1;1.767,6
Cuatro personas;2;2012T4;1.768,8
Cuatro personas;2;2012T3;1.747,7
Cuatro personas;2;2012T2;1.753
Cuatro personas;2;2012T1;1.771,6
Cuatro personas;2;2011T4;1.747,8
Cuatro personas;2;2011T3;1.730,2
Cuatro personas;2;2011T2;1.739,3
Cuatro personas;2;2011T1;1.760,9
Cuatro personas;2;2010T4;1.712,3
Cuatro personas;2;2010T3;1.707,8
Cuatro personas;2;2010T2;1.730
Cuatro personas;2;2010T1;1.702,3
Cuatro personas;2;2009T4;1.675,3
Cuatro personas;2;2009T3;1.640,9
Cuatro personas;2;2009T2;1.657,9
Cuatro personas;2;2009T1;1.625,7
Cuatro personas;2;2008T4;1.603,5
Cuatro personas;2;2008T3;1.567,4
Cuatro personas;2;2008T2;1.550,4
Cuatro personas;2;2008T1;1.553,3
Cuatro personas;2;2007T4;1.535,5
Cuatro personas;2;2007T3;1.460,9
Cuatro personas;2;2007T2;1.485,3
Cuatro personas;2;2007T1;1.523,9
Cuatro personas;2;2006T4;1.487,6
Cuatro personas;2;2006T3;1.449,9
Cuatro personas;2;2006T2;1.459,2
Cuatro personas;2;2006T1;1.442,5
Cuatro personas;2;2005T4;1.445,2
Cuatro personas;2;2005T3;1.395
Cuatro personas;2;2005T2;1.406,3
Cuatro personas;2;2005T1;1.417,4
Cuatro personas;2;2004T4;1.384,2
Cuatro personas;2;2004T3;1.355,7
Cuatro personas;2;2004T2;1.385,6
Cuatro personas;2;2004T1;1.371,1
Cuatro personas;2;2003T4;1.347
Cuatro personas;2;2003T3;1.318
Cuatro personas;2;2003T2;1.310,4
Cuatro personas;2;2003T1;1.313,6
Cuatro personas;2;2002T4;1.315,9
Cuatro personas;2;2002T3;1.287,2
Cuatro personas;2;2002T2;1.292,5
Cuatro personas;2;2002T1;1.302,5
Cuatro personas;3;2025T4;618,9
Cuatro personas;3;2025T3;656,5
Cuatro personas;3;2025T2;590,8
Cuatro personas;3;2025T1;578,3
Cuatro personas;3;2024T4;608
Cuatro personas;3;2024T3;603,5
Cuatro personas;3;2024T2;596,1
Cuatro personas;3;2024T1;576,7
Cuatro personas;3;2023T4;600,3
Cuatro personas;3;2023T3;624,9
Cuatro personas;3;2023T2;565,2
Cuatro personas;3;2023T1;560,1
Cuatro personas;3;2022T4;560,1
Cuatro personas;3;2022T3;563,7
Cuatro personas;3;2022T2;547,4
Cuatro personas;3;2022T1;540,8
Cuatro personas;3;2021T4;528,1
Cuatro personas;3;2021T3;542,3
Cuatro personas;3;2021T2;542,5
Cuatro personas;3;2021T1;522
Cuatro personas;3;2020T4;517
Cuatro personas;3;2020T3;519,9
Cuatro personas;3;2020T2;500,8
Cuatro personas;3;2020T1;537,8
Cuatro personas;3;2019T4;544
Cuatro personas;3;2019T3;557,1
Cuatro personas;3;2019T2;538,3
Cuatro personas;3;2019T1;518,1
Cuatro personas;3;2018T4;507
Cuatro personas;3;2018T3;499,8
Cuatro personas;3;2018T2;512,9
Cuatro personas;3;2018T1;472,6
Cuatro personas;3;2017T4;480,6
Cuatro personas;3;2017T3;521,8
Cuatro personas;3;2017T2;479,8
Cuatro personas;3;2017T1;464,7
Cuatro personas;3;2016T4;461,1
Cuatro personas;3;2016T3;483,6
Cuatro personas;3;2016T2;462,5
Cuatro personas;3;2016T1;464,2
Cuatro personas;3;2015T4;476,1
Cuatro personas;3;2015T3;456,6
Cuatro personas;3;2015T2;452,4
Cuatro personas;3;2015T1;450,2
Cuatro personas;3;2014T4;445,6
Cuatro personas;3;2014T3;445,5
Cuatro personas;3;2014T2;441,2
Cuatro personas;3;2014T1;429,7
Cuatro personas;3;2013T4;438,3
Cuatro personas;3;2013T3;445,4
Cuatro personas;3;2013T2;422,1
Cuatro personas;3;2013T1;437,7
Cuatro personas;3;2012T4;456,9
Cuatro personas;3;2012T3;480,7
Cuatro personas;3;2012T2;482,1
Cuatro personas;3;2012T1;505,3
Cuatro personas;3;2011T4;530,6
Cuatro personas;3;2011T3;567,7
Cuatro personas;3;2011T2;557,6
Cuatro personas;3;2011T1;546,9
Cuatro personas;3;2010T4;595,1
Cuatro personas;3;2010T3;601,6
Cuatro personas;3;2010T2;600,3
Cuatro personas;3;2010T1;587,6
Cuatro personas;3;2009T4;608,7
Cuatro personas;3;2009T3;624
Cuatro personas;3;2009T2;634
Cuatro personas;3;2009T1;649,4
Cuatro personas;3;2008T4;663,5
Cuatro personas;3;2008T3;713,1
Cuatro personas;3;2008T2;693,5
Cuatro personas;3;2008T1;704
Cuatro personas;3;2007T4;708,5
Cuatro personas;3;2007T3;751,4
Cuatro personas;3;2007T2;728,3
Cuatro personas;3;2007T1;709,6
Cuatro personas;3;2006T4;709,7
Cuatro personas;3;2006T3;721,4
Cuatro personas;3;2006T2;718,7
Cuatro personas;3;2006T1;724,4
Cuatro personas;3;2005T4;692,9
Cuatro personas;3;2005T3;740,7
Cuatro personas;3;2005T2;719,9
Cuatro personas;3;2005T1;695,3
Cuatro personas;3;2004T4;702
Cuatro personas;3;2004T3;708,9
Cuatro personas;3;2004T2;653
Cuatro personas;3;2004T1;636,4
Cuatro personas;3;2003T4;647
Cuatro personas;3;2003T3;655,7
Cuatro personas;3;2003T2;633,5
Cuatro personas;3;2003T1;620,4
Cuatro personas;3;2002T4;621,6
Cuatro personas;3;2002T3;620,9
Cuatro personas;3;2002T2;597,6
Cuatro personas;3;2002T1;585
Cuatro personas;4 y más;2025T4;338,6
Cuatro personas;4 y más;2025T3;338,2
Cuatro personas;4 y más;2025T2;318,8
Cuatro personas;4 y más;2025T1;302,8
Cuatro personas;4 y más;2024T4;323,3
Cuatro personas;4 y más;2024T3;330,1
Cuatro personas;4 y más;2024T2;295,8
Cuatro personas;4 y más;2024T1;293,9
Cuatro personas;4 y más;2023T4;276
Cuatro personas;4 y más;2023T3;282,4
Cuatro personas;4 y más;2023T2;280,8
Cuatro personas;4 y más;2023T1;262,6
Cuatro personas;4 y más;2022T4;268,7
Cuatro personas;4 y más;2022T3;281,2
Cuatro personas;4 y más;2022T2;267,1
Cuatro personas;4 y más;2022T1;246,9
Cuatro personas;4 y más;2021T4;250,4
Cuatro personas;4 y más;2021T3;253,1
Cuatro personas;4 y más;2021T2;222,8
Cuatro personas;4 y más;2021T1;211
Cuatro personas;4 y más;2020T4;200,8
Cuatro personas;4 y más;2020T3;196,7
Cuatro personas;4 y más;2020T2;183,5
Cuatro personas;4 y más;2020T1;196,7
Cuatro personas;4 y más;2019T4;221,4
Cuatro personas;4 y más;2019T3;198,8
Cuatro personas;4 y más;2019T2;187,7
Cuatro personas;4 y más;2019T1;192,8
Cuatro personas;4 y más;2018T4;193,7
Cuatro personas;4 y más;2018T3;201,2
Cuatro personas;4 y más;2018T2;178,6
Cuatro personas;4 y más;2018T1;173,3
Cuatro personas;4 y más;2017T4;180
Cuatro personas;4 y más;2017T3;175,2
Cuatro personas;4 y más;2017T2;165,7
Cuatro personas;4 y más;2017T1;159,8
Cuatro personas;4 y más;2016T4;173
Cuatro personas;4 y más;2016T3;174,4
Cuatro personas;4 y más;2016T2;159,5
Cuatro personas;4 y más;2016T1;154,5
Cuatro personas;4 y más;2015T4;147,9
Cuatro personas;4 y más;2015T3;167,3
Cuatro personas;4 y más;2015T2;149,7
Cuatro personas;4 y más;2015T1;141,5
Cuatro personas;4 y más;2014T4;146,4
Cuatro personas;4 y más;2014T3;155,6
Cuatro personas;4 y más;2014T2;148,3
Cuatro personas;4 y más;2014T1;135,9
Cuatro personas;4 y más;2013T4;142
Cuatro personas;4 y más;2013T3;153,1
Cuatro personas;4 y más;2013T2;158,9
Cuatro personas;4 y más;2013T1;155,4
Cuatro personas;4 y más;2012T4;157
Cuatro personas;4 y más;2012T3;173,6
Cuatro personas;4 y más;2012T2;173,1
Cuatro personas;4 y más;2012T1;175,2
Cuatro personas;4 y más;2011T4;179,5
Cuatro personas;4 y más;2011T3;194,6
Cuatro personas;4 y más;2011T2;202,6
Cuatro personas;4 y más;2011T1;200,5
Cuatro personas;4 y más;2010T4;214,9
Cuatro personas;4 y más;2010T3;239,8
Cuatro personas;4 y más;2010T2;235,4
Cuatro personas;4 y más;2010T1;256,4
Cuatro personas;4 y más;2009T4;251,6
Cuatro personas;4 y más;2009T3;277,7
Cuatro personas;4 y más;2009T2;262
Cuatro personas;4 y más;2009T1;249,3
Cuatro personas;4 y más;2008T4;286,2
Cuatro personas;4 y más;2008T3;290,5
Cuatro personas;4 y más;2008T2;294,4
Cuatro personas;4 y más;2008T1;299,4
Cuatro personas;4 y más;2007T4;312
Cuatro personas;4 y más;2007T3;326,4
Cuatro personas;4 y más;2007T2;319,7
Cuatro personas;4 y más;2007T1;301,4
Cuatro personas;4 y más;2006T4;324,7
Cuatro personas;4 y más;2006T3;328,3
Cuatro personas;4 y más;2006T2;304,6
Cuatro personas;4 y más;2006T1;292,5
Cuatro personas;4 y más;2005T4;283,9
Cuatro personas;4 y más;2005T3;286,2
Cuatro personas;4 y más;2005T2;268,6
Cuatro personas;4 y más;2005T1;248,8
Cuatro personas;4 y más;2004T4;227,7
Cuatro personas;4 y más;2004T3;220,5
Cuatro personas;4 y más;2004T2;222
Cuatro personas;4 y más;2004T1;208,7
Cuatro personas;4 y más;2003T4;216,7
Cuatro personas;4 y más;2003T3;210,4
Cuatro personas;4 y más;2003T2;200,5
Cuatro personas;4 y más;2003T1;202
Cuatro personas;4 y más;2002T4;194,6
Cuatro personas;4 y más;2002T3;197,1
Cuatro personas;4 y más;2002T2;188,2
Cuatro personas;4 y más;2002T1;194
Cinco personas;Total;2025T4;1.066,6
Cinco personas;Total;2025T3;1.073,2
Cinco personas;Total;2025T2;1.098,1
Cinco personas;Total;2025T1;1.084,7
Cinco personas;Total;2024T4;1.060,7
Cinco personas;Total;2024T3;1.077,4
Cinco personas;Total;2024T2;1.108,2
Cinco personas;Total;2024T1;1.050,4
Cinco personas;Total;2023T4;1.037,5
Cinco personas;Total;2023T3;1.060,5
Cinco personas;Total;2023T2;1.050,8
Cinco personas;Total;2023T1;1.069,8
Cinco personas;Total;2022T4;1.023,1
Cinco personas;Total;2022T3;1.035,6
Cinco personas;Total;2022T2;1.046,3
Cinco personas;Total;2022T1;980
Cinco personas;Total;2021T4;979,6
Cinco personas;Total;2021T3;993,7
Cinco personas;Total;2021T2;975,8
Cinco personas;Total;2021T1;1.017,7
Cinco personas;Total;2020T4;809,3
Cinco personas;Total;2020T3;800,3
Cinco personas;Total;2020T2;786,5
Cinco personas;Total;2020T1;782,7
Cinco personas;Total;2019T4;767,7
Cinco personas;Total;2019T3;749,7
Cinco personas;Total;2019T2;743,9
Cinco personas;Total;2019T1;755,7
Cinco personas;Total;2018T4;750,8
Cinco personas;Total;2018T3;757,5
Cinco personas;Total;2018T2;753,8
Cinco personas;Total;2018T1;762,6
Cinco personas;Total;2017T4;767,1
Cinco personas;Total;2017T3;758,2
Cinco personas;Total;2017T2;757,6
Cinco personas;Total;2017T1;754,4
Cinco personas;Total;2016T4;747,6
Cinco personas;Total;2016T3;741
Cinco personas;Total;2016T2;737,1
Cinco personas;Total;2016T1;753,1
Cinco personas;Total;2015T4;755,8
Cinco personas;Total;2015T3;763
Cinco personas;Total;2015T2;765
Cinco personas;Total;2015T1;768,2
Cinco personas;Total;2014T4;767
Cinco personas;Total;2014T3;764,7
Cinco personas;Total;2014T2;778,5
Cinco personas;Total;2014T1;771,7
Cinco personas;Total;2013T4;772,7
Cinco personas;Total;2013T3;778,3
Cinco personas;Total;2013T2;785,2
Cinco personas;Total;2013T1;787,2
Cinco personas;Total;2012T4;786,4
Cinco personas;Total;2012T3;802,8
Cinco personas;Total;2012T2;803
Cinco personas;Total;2012T1;813,6
Cinco personas;Total;2011T4;820,1
Cinco personas;Total;2011T3;839,2
Cinco personas;Total;2011T2;854,7
Cinco personas;Total;2011T1;860
Cinco personas;Total;2010T4;877,4
Cinco personas;Total;2010T3;906,9
Cinco personas;Total;2010T2;925,1
Cinco personas;Total;2010T1;944,4
Cinco personas;Total;2009T4;956,9
Cinco personas;Total;2009T3;985,7
Cinco personas;Total;2009T2;996,7
Cinco personas;Total;2009T1;1.016,3
Cinco personas;Total;2008T4;1.030,4
Cinco personas;Total;2008T3;1.040,1
Cinco personas;Total;2008T2;1.051,1
Cinco personas;Total;2008T1;1.044
Cinco personas;Total;2007T4;1.041,7
Cinco personas;Total;2007T3;1.046,9
Cinco personas;Total;2007T2;1.064,9
Cinco personas;Total;2007T1;1.057,7
Cinco personas;Total;2006T4;1.066,5
Cinco personas;Total;2006T3;1.075,4
Cinco personas;Total;2006T2;1.088,9
Cinco personas;Total;2006T1;1.080,5
Cinco personas;Total;2005T4;1.081,3
Cinco personas;Total;2005T3;1.104,3
Cinco personas;Total;2005T2;1.111,9
Cinco personas;Total;2005T1;1.121,8
Cinco personas;Total;2004T4;1.125,6
Cinco personas;Total;2004T3;1.130,4
Cinco personas;Total;2004T2;1.146,8
Cinco personas;Total;2004T1;1.142,8
Cinco personas;Total;2003T4;1.160
Cinco personas;Total;2003T3;1.160,6
Cinco personas;Total;2003T2;1.152,9
Cinco personas;Total;2003T1;1.165,7
Cinco personas;Total;2002T4;1.159,7
Cinco personas;Total;2002T3;1.149,6
Cinco personas;Total;2002T2;1.158,3
Cinco personas;Total;2002T1;1.164,6
Cinco personas;0;2025T4;12,4
Cinco personas;0;2025T3;16,8
Cinco personas;0;2025T2;16,9
Cinco personas;0;2025T1;23,9
Cinco personas;0;2024T4;17
Cinco personas;0;2024T3;18,6
Cinco personas;0;2024T2;15,6
Cinco personas;0;2024T1;16,8
Cinco personas;0;2023T4;23,4
Cinco personas;0;2023T3;21,6
Cinco personas;0;2023T2;21,6
Cinco personas;0;2023T1;18,1
Cinco personas;0;2022T4;23,8
Cinco personas;0;2022T3;22,2
Cinco personas;0;2022T2;16,8
Cinco personas;0;2022T1;25,1
Cinco personas;0;2021T4;12,4
Cinco personas;0;2021T3;28,2
Cinco personas;0;2021T2;16,1
Cinco personas;0;2021T1;21,5
Cinco personas;0;2020T4;15,4
Cinco personas;0;2020T3;14,5
Cinco personas;0;2020T2;17,7
Cinco personas;0;2020T1;12,4
Cinco personas;0;2019T4;15,2
Cinco personas;0;2019T3;18,2
Cinco personas;0;2019T2;14,3
Cinco personas;0;2019T1;14,6
Cinco personas;0;2018T4;14,4
Cinco personas;0;2018T3;17,3
Cinco personas;0;2018T2;21,6
Cinco personas;0;2018T1;17
Cinco personas;0;2017T4;20,5
Cinco personas;0;2017T3;17,7
Cinco personas;0;2017T2;20,7
Cinco personas;0;2017T1;16,3
Cinco personas;0;2016T4;21,1
Cinco personas;0;2016T3;19,5
Cinco personas;0;2016T2;20,4
Cinco personas;0;2016T1;22,4
Cinco personas;0;2015T4;28,1
Cinco personas;0;2015T3;23
Cinco personas;0;2015T2;29
Cinco personas;0;2015T1;30,7
Cinco personas;0;2014T4;24,9
Cinco personas;0;2014T3;26
Cinco personas;0;2014T2;21,2
Cinco personas;0;2014T1;25
Cinco personas;0;2013T4;30,8
Cinco personas;0;2013T3;28,2
Cinco personas;0;2013T2;21,7
Cinco personas;0;2013T1;22,1
Cinco personas;0;2012T4;20,5
Cinco personas;0;2012T3;22,2
Cinco personas;0;2012T2;23,7
Cinco personas;0;2012T1;17,5
Cinco personas;0;2011T4;21,1
Cinco personas;0;2011T3;19
Cinco personas;0;2011T2;16,9
Cinco personas;0;2011T1;18,2
Cinco personas;0;2010T4;12,8
Cinco personas;0;2010T3;17
Cinco personas;0;2010T2;10,2
Cinco personas;0;2010T1;9,8
Cinco personas;0;2009T4;14,2
Cinco personas;0;2009T3;19,4
Cinco personas;0;2009T2;13,7
Cinco personas;0;2009T1;19
Cinco personas;0;2008T4;13,3
Cinco personas;0;2008T3;12,9
Cinco personas;0;2008T2;9,1
Cinco personas;0;2008T1;12,3
Cinco personas;0;2007T4;9,6
Cinco personas;0;2007T3;6,7
Cinco personas;0;2007T2;8,7
Cinco personas;0;2007T1;6,6
Cinco personas;0;2006T4;5,6
Cinco personas;0;2006T3;8
Cinco personas;0;2006T2;6,9
Cinco personas;0;2006T1;9,2
Cinco personas;0;2005T4;11,4
Cinco personas;0;2005T3;12,4
Cinco personas;0;2005T2;6,5
Cinco personas;0;2005T1;10,6
Cinco personas;0;2004T4;8,2
Cinco personas;0;2004T3;9,7
Cinco personas;0;2004T2;13,7
Cinco personas;0;2004T1;9,7
Cinco personas;0;2003T4;11,8
Cinco personas;0;2003T3;11
Cinco personas;0;2003T2;8,7
Cinco personas;0;2003T1;13,7
Cinco personas;0;2002T4;10,3
Cinco personas;0;2002T3;11,6
Cinco personas;0;2002T2;9,1
Cinco personas;0;2002T1;8,8
Cinco personas;1;2025T4;160,8
Cinco personas;1;2025T3;164,2
Cinco personas;1;2025T2;164
Cinco personas;1;2025T1;165
Cinco personas;1;2024T4;175,9
Cinco personas;1;2024T3;164,1
Cinco personas;1;2024T2;176,7
Cinco personas;1;2024T1;206,7
Cinco personas;1;2023T4;191
Cinco personas;1;2023T3;174,7
Cinco personas;1;2023T2;180,9
Cinco personas;1;2023T1;195,4
Cinco personas;1;2022T4;174
Cinco personas;1;2022T3;174,4
Cinco personas;1;2022T2;169,6
Cinco personas;1;2022T1;157,3
Cinco personas;1;2021T4;165,3
Cinco personas;1;2021T3;154,8
Cinco personas;1;2021T2;161,4
Cinco personas;1;2021T1;170,1
Cinco personas;1;2020T4;163,3
Cinco personas;1;2020T3;153,1
Cinco personas;1;2020T2;166
Cinco personas;1;2020T1;159,2
Cinco personas;1;2019T4;153,6
Cinco personas;1;2019T3;142,6
Cinco personas;1;2019T2;139,4
Cinco personas;1;2019T1;158,3
Cinco personas;1;2018T4;148,1
Cinco personas;1;2018T3;158,3
Cinco personas;1;2018T2;147,6
Cinco personas;1;2018T1;162,5
Cinco personas;1;2017T4;164
Cinco personas;1;2017T3;158,7
Cinco personas;1;2017T2;160
Cinco personas;1;2017T1;174
Cinco personas;1;2016T4;173,3
Cinco personas;1;2016T3;176,5
Cinco personas;1;2016T2;176
Cinco personas;1;2016T1;189,1
Cinco personas;1;2015T4;189,2
Cinco personas;1;2015T3;188
Cinco personas;1;2015T2;190,3
Cinco personas;1;2015T1;186,9
Cinco personas;1;2014T4;189,2
Cinco personas;1;2014T3;192,4
Cinco personas;1;2014T2;186,3
Cinco personas;1;2014T1;182,6
Cinco personas;1;2013T4;172
Cinco personas;1;2013T3;169
Cinco personas;1;2013T2;174,8
Cinco personas;1;2013T1;181
Cinco personas;1;2012T4;169,3
Cinco personas;1;2012T3;174,9
Cinco personas;1;2012T2;177,2
Cinco personas;1;2012T1;176,6
Cinco personas;1;2011T4;168,4
Cinco personas;1;2011T3;166,7
Cinco personas;1;2011T2;172,3
Cinco personas;1;2011T1;176,5
Cinco personas;1;2010T4;177,8
Cinco personas;1;2010T3;181,2
Cinco personas;1;2010T2;183,3
Cinco personas;1;2010T1;193,9
Cinco personas;1;2009T4;185,6
Cinco personas;1;2009T3;178,1
Cinco personas;1;2009T2;170,5
Cinco personas;1;2009T1;174,1
