Número de parados en el hogar;Número de activos en el hogar;Periodo;Total
Un parado;1;2010T3;895,1
Un parado;1;2010T2;907,2
Un parado;1;2010T1;873,8
Un parado;1;2009T4;834,2
Un parado;1;2009T3;776,2
Un parado;1;2009T2;799,5
Un parado;1;2009T1;750,9
Un parado;1;2008T4;605,8
Un parado;1;2008T3;492,5
Un parado;1;2008T2;444,1
Un parado;1;2008T1;428
Un parado;1;2007T4;374,8
Un parado;1;2007T3;312
Un parado;1;2007T2;326,9
Un parado;1;2007T1;348,5
Un parado;1;2006T4;331,3
Un parado;1;2006T3;333
Un parado;1;2006T2;346,7
Un parado;1;2006T1;354,5
Un parado;1;2005T4;349
Un parado;1;2005T3;328,3
Un parado;1;2005T2;400,5
Un parado;1;2005T1;392,3
Un parado;1;2004T4;412,3
Un parado;1;2004T3;431,3
Un parado;1;2004T2;445,2
Un parado;1;2004T1;445,1
Un parado;1;2003T4;425,5
Un parado;1;2003T3;417,2
Un parado;1;2003T2;415,9
Un parado;1;2003T1;444,6
Un parado;1;2002T4;427,8
Un parado;1;2002T3;407,8
Un parado;1;2002T2;388,6
Un parado;1;2002T1;406,1
Un parado;2;2025T4;846,6
Un parado;2;2025T3;834,6
Un parado;2;2025T2;809,6
Un parado;2;2025T1;907
Un parado;2;2024T4;853,5
Un parado;2;2024T3;887,6
Un parado;2;2024T2;875,2
Un parado;2;2024T1;950,1
Un parado;2;2023T4;940,8
Un parado;2;2023T3;910,6
Un parado;2;2023T2;903,5
Un parado;2;2023T1;1.007,1
Un parado;2;2022T4;970
Un parado;2;2022T3;956,5
Un parado;2;2022T2;936,4
Un parado;2;2022T1;1.042,6
Un parado;2;2021T4;1.019,9
Un parado;2;2021T3;1.030,2
Un parado;2;2021T2;1.110,7
Un parado;2;2021T1;1.197,2
Un parado;2;2020T4;1.213,7
Un parado;2;2020T3;1.219,2
Un parado;2;2020T2;1.102
Un parado;2;2020T1;1.147,2
Un parado;2;2019T4;1.109,4
Un parado;2;2019T3;1.072,9
Un parado;2;2019T2;1.136,6
Un parado;2;2019T1;1.156,3
Un parado;2;2018T4;1.166,9
Un parado;2;2018T3;1.110,3
Un parado;2;2018T2;1.204,8
Un parado;2;2018T1;1.312
Un parado;2;2017T4;1.270,1
Un parado;2;2017T3;1.252,8
Un parado;2;2017T2;1.345,7
Un parado;2;2017T1;1.444,7
Un parado;2;2016T4;1.412
Un parado;2;2016T3;1.384,8
Un parado;2;2016T2;1.513,1
Un parado;2;2016T1;1.576,4
Un parado;2;2015T4;1.540,1
Un parado;2;2015T3;1.540,5
Un parado;2;2015T2;1.655,4
Un parado;2;2015T1;1.738,4
Un parado;2;2014T4;1.714,9
Un parado;2;2014T3;1.654,3
Un parado;2;2014T2;1.751,6
Un parado;2;2014T1;1.816,8
Un parado;2;2013T4;1.845
Un parado;2;2013T3;1.788,8
Un parado;2;2013T2;1.865,7
Un parado;2;2013T1;1.903,6
Un parado;2;2012T4;1.816,9
Un parado;2;2012T3;1.749,9
Un parado;2;2012T2;1.758,9
Un parado;2;2012T1;1.738,1
Un parado;2;2011T4;1.664
Un parado;2;2011T3;1.543
Un parado;2;2011T2;1.543
Un parado;2;2011T1;1.611,5
Un parado;2;2010T4;1.524
Un parado;2;2010T3;1.454,8
Un parado;2;2010T2;1.496,2
Un parado;2;2010T1;1.482,1
Un parado;2;2009T4;1.379
Un parado;2;2009T3;1.315,2
Un parado;2;2009T2;1.354,8
Un parado;2;2009T1;1.312,3
Un parado;2;2008T4;1.106,7
Un parado;2;2008T3;893,4
Un parado;2;2008T2;885,6
Un parado;2;2008T1;807,8
Un parado;2;2007T4;738,9
Un parado;2;2007T3;705
Un parado;2;2007T2;692,4
Un parado;2;2007T1;735,3
Un parado;2;2006T4;715,8
Un parado;2;2006T3;699
Un parado;2;2006T2;704,8
Un parado;2;2006T1;758,7
Un parado;2;2005T4;710,4
Un parado;2;2005T3;658,5
Un parado;2;2005T2;699,9
Un parado;2;2005T1;793,3
Un parado;2;2004T4;843,9
Un parado;2;2004T3;810
Un parado;2;2004T2;853
Un parado;2;2004T1;883
Un parado;2;2003T4;844,8
Un parado;2;2003T3;829,8
Un parado;2;2003T2;849,3
Un parado;2;2003T1;881
Un parado;2;2002T4;833,2
Un parado;2;2002T3;810,2
Un parado;2;2002T2;759,2
Un parado;2;2002T1;762,6
Un parado;3;2025T4;355,6
Un parado;3;2025T3;369,8
Un parado;3;2025T2;341,7
Un parado;3;2025T1;353,7
Un parado;3;2024T4;328,7
Un parado;3;2024T3;354,1
Un parado;3;2024T2;355,1
Un parado;3;2024T1;355,1
Un parado;3;2023T4;348,7
Un parado;3;2023T3;363,9
Un parado;3;2023T2;344,2
Un parado;3;2023T1;365
Un parado;3;2022T4;326,6
Un parado;3;2022T3;349,4
Un parado;3;2022T2;343,2
Un parado;3;2022T1;344,6
Un parado;3;2021T4;358,2
Un parado;3;2021T3;388,4
Un parado;3;2021T2;386,8
Un parado;3;2021T1;364,5
Un parado;3;2020T4;384
Un parado;3;2020T3;398,4
Un parado;3;2020T2;325,3
Un parado;3;2020T1;347,3
Un parado;3;2019T4;346
Un parado;3;2019T3;360
Un parado;3;2019T2;353,8
Un parado;3;2019T1;337,8
Un parado;3;2018T4;341,8
Un parado;3;2018T3;359,7
Un parado;3;2018T2;360,7
Un parado;3;2018T1;336
Un parado;3;2017T4;343,2
Un parado;3;2017T3;355,4
Un parado;3;2017T2;337,6
Un parado;3;2017T1;350
Un parado;3;2016T4;375
Un parado;3;2016T3;382,3
Un parado;3;2016T2;370,7
Un parado;3;2016T1;364,9
Un parado;3;2015T4;381,1
Un parado;3;2015T3;382,5
Un parado;3;2015T2;386,2
Un parado;3;2015T1;396,4
Un parado;3;2014T4;401,3
Un parado;3;2014T3;403,4
Un parado;3;2014T2;418
Un parado;3;2014T1;406,8
Un parado;3;2013T4;396,9
Un parado;3;2013T3;416,8
Un parado;3;2013T2;424,2
Un parado;3;2013T1;416
Un parado;3;2012T4;442,7
Un parado;3;2012T3;438,1
Un parado;3;2012T2;442,2
Un parado;3;2012T1;435,2
Un parado;3;2011T4;428,5
Un parado;3;2011T3;449,4
Un parado;3;2011T2;423,6
Un parado;3;2011T1;419
Un parado;3;2010T4;414,7
Un parado;3;2010T3;449,3
Un parado;3;2010T2;448,4
Un parado;3;2010T1;408,7
Un parado;3;2009T4;408,2
Un parado;3;2009T3;435,1
Un parado;3;2009T2;424,5
Un parado;3;2009T1;431,7
Un parado;3;2008T4;389,3
Un parado;3;2008T3;364,5
Un parado;3;2008T2;352,9
Un parado;3;2008T1;313,5
Un parado;3;2007T4;289,6
Un parado;3;2007T3;280,9
Un parado;3;2007T2;279,7
Un parado;3;2007T1;265,8
Un parado;3;2006T4;296,4
Un parado;3;2006T3;294,6
Un parado;3;2006T2;292,2
Un parado;3;2006T1;297,6
Un parado;3;2005T4;311,9
Un parado;3;2005T3;291,8
Un parado;3;2005T2;308,2
Un parado;3;2005T1;317,9
Un parado;3;2004T4;297,8
Un parado;3;2004T3;301
Un parado;3;2004T2;310,2
Un parado;3;2004T1;314,4
Un parado;3;2003T4;322,2
Un parado;3;2003T3;311,4
Un parado;3;2003T2;296,3
Un parado;3;2003T1;305,7
Un parado;3;2002T4;296,2
Un parado;3;2002T3;298,9
Un parado;3;2002T2;309,7
Un parado;3;2002T1;298,9
Un parado;4;2025T4;98,1
Un parado;4;2025T3;127,1
Un parado;4;2025T2;109,8
Un parado;4;2025T1;105,3
Un parado;4;2024T4;91,8
Un parado;4;2024T3;116,1
Un parado;4;2024T2;101,2
Un parado;4;2024T1;101
Un parado;4;2023T4;100,9
Un parado;4;2023T3;108,9
Un parado;4;2023T2;102,8
Un parado;4;2023T1;100
Un parado;4;2022T4;97,1
Un parado;4;2022T3;98,8
Un parado;4;2022T2;91,9
Un parado;4;2022T1;98,2
Un parado;4;2021T4;80,3
Un parado;4;2021T3;114,9
Un parado;4;2021T2;120,7
Un parado;4;2021T1;99,9
Un parado;4;2020T4;94
Un parado;4;2020T3;93,4
Un parado;4;2020T2;101,9
Un parado;4;2020T1;82,6
Un parado;4;2019T4;80,4
Un parado;4;2019T3;89,4
Un parado;4;2019T2;98,8
Un parado;4;2019T1;81,5
Un parado;4;2018T4;74,8
Un parado;4;2018T3;72,2
Un parado;4;2018T2;83,5
Un parado;4;2018T1;73,7
Un parado;4;2017T4;83,9
Un parado;4;2017T3;88,9
Un parado;4;2017T2;91,9
Un parado;4;2017T1;82,8
Un parado;4;2016T4;82,9
Un parado;4;2016T3;83,8
Un parado;4;2016T2;83
Un parado;4;2016T1;72,5
Un parado;4;2015T4;77,3
Un parado;4;2015T3;85,4
Un parado;4;2015T2;91,4
Un parado;4;2015T1;70
Un parado;4;2014T4;83,5
Un parado;4;2014T3;87,8
Un parado;4;2014T2;82,5
Un parado;4;2014T1;84
Un parado;4;2013T4;94,2
Un parado;4;2013T3;87,1
Un parado;4;2013T2;99,5
Un parado;4;2013T1;86,1
Un parado;4;2012T4;84,8
Un parado;4;2012T3;119,5
Un parado;4;2012T2;105,5
Un parado;4;2012T1;86,1
Un parado;4;2011T4;99,8
Un parado;4;2011T3;111,8
Un parado;4;2011T2;118,4
Un parado;4;2011T1;101,2
Un parado;4;2010T4;106,7
Un parado;4;2010T3;118,8
Un parado;4;2010T2;113,6
Un parado;4;2010T1;128,6
Un parado;4;2009T4;114,2
Un parado;4;2009T3;128
Un parado;4;2009T2;126,1
Un parado;4;2009T1;119,8
Un parado;4;2008T4;119,9
Un parado;4;2008T3;108,6
Un parado;4;2008T2;115,2
Un parado;4;2008T1;113,3
Un parado;4;2007T4;106,7
Un parado;4;2007T3;107,2
Un parado;4;2007T2;100,4
Un parado;4;2007T1;96,8
Un parado;4;2006T4;101,4
Un parado;4;2006T3;107,1
Un parado;4;2006T2;99,1
Un parado;4;2006T1;104,5
Un parado;4;2005T4;87,8
Un parado;4;2005T3;96,3
Un parado;4;2005T2;114,8
Un parado;4;2005T1;113
Un parado;4;2004T4;109,8
Un parado;4;2004T3;109,2
Un parado;4;2004T2;102,9
Un parado;4;2004T1;106,4
Un parado;4;2003T4;108,8
Un parado;4;2003T3;97,7
Un parado;4;2003T2;103,8
Un parado;4;2003T1;102,6
Un parado;4;2002T4;103,3
Un parado;4;2002T3;97
Un parado;4;2002T2;94,1
Un parado;4;2002T1;95,3
Un parado;5 y más;2025T4;22
Un parado;5 y más;2025T3;25,7
Un parado;5 y más;2025T2;23,3
Un parado;5 y más;2025T1;25,8
Un parado;5 y más;2024T4;7,4
Un parado;5 y más;2024T3;20,9
Un parado;5 y más;2024T2;20
Un parado;5 y más;2024T1;14,4
Un parado;5 y más;2023T4;12,6
Un parado;5 y más;2023T3;13,7
Un parado;5 y más;2023T2;7,3
Un parado;5 y más;2023T1;12,3
Un parado;5 y más;2022T4;12,2
Un parado;5 y más;2022T3;16,5
Un parado;5 y más;2022T2;16,6
Un parado;5 y más;2022T1;18,4
Un parado;5 y más;2021T4;15,2
Un parado;5 y más;2021T3;30,1
Un parado;5 y más;2021T2;22,2
Un parado;5 y más;2021T1;12
Un parado;5 y más;2020T4;16,5
Un parado;5 y más;2020T3;14,1
Un parado;5 y más;2020T2;7,8
Un parado;5 y más;2020T1;6,1
Un parado;5 y más;2019T4;10,3
Un parado;5 y más;2019T3;10,4
Un parado;5 y más;2019T2;7,9
Un parado;5 y más;2019T1;10,6
Un parado;5 y más;2018T4;13,1
Un parado;5 y más;2018T3;10
Un parado;5 y más;2018T2;9,2
Un parado;5 y más;2018T1;7,6
Un parado;5 y más;2017T4;8,5
Un parado;5 y más;2017T3;6,4
Un parado;5 y más;2017T2;7,3
Un parado;5 y más;2017T1;3,5
Un parado;5 y más;2016T4;7,1
Un parado;5 y más;2016T3;8,9
Un parado;5 y más;2016T2;8
Un parado;5 y más;2016T1;10,7
Un parado;5 y más;2015T4;12,3
Un parado;5 y más;2015T3;12,5
Un parado;5 y más;2015T2;8,7
Un parado;5 y más;2015T1;5,8
Un parado;5 y más;2014T4;6,1
Un parado;5 y más;2014T3;8,1
Un parado;5 y más;2014T2;12,3
Un parado;5 y más;2014T1;7,5
Un parado;5 y más;2013T4;9
Un parado;5 y más;2013T3;12,3
Un parado;5 y más;2013T2;9,7
Un parado;5 y más;2013T1;10,1
Un parado;5 y más;2012T4;15,7
Un parado;5 y más;2012T3;11,9
Un parado;5 y más;2012T2;11,8
Un parado;5 y más;2012T1;11,9
Un parado;5 y más;2011T4;13
Un parado;5 y más;2011T3;12
Un parado;5 y más;2011T2;13,9
Un parado;5 y más;2011T1;12,8
Un parado;5 y más;2010T4;24
Un parado;5 y más;2010T3;23,3
Un parado;5 y más;2010T2;19,8
Un parado;5 y más;2010T1;16,9
Un parado;5 y más;2009T4;17,1
Un parado;5 y más;2009T3;11,8
Un parado;5 y más;2009T2;18,6
Un parado;5 y más;2009T1;19,4
Un parado;5 y más;2008T4;24,7
Un parado;5 y más;2008T3;34,2
Un parado;5 y más;2008T2;22,8
Un parado;5 y más;2008T1;21,9
Un parado;5 y más;2007T4;13,9
Un parado;5 y más;2007T3;20,3
Un parado;5 y más;2007T2;25,7
Un parado;5 y más;2007T1;22,4
Un parado;5 y más;2006T4;19,9
Un parado;5 y más;2006T3;18,4
Un parado;5 y más;2006T2;20,6
Un parado;5 y más;2006T1;27,7
Un parado;5 y más;2005T4;25,9
Un parado;5 y más;2005T3;16,9
Un parado;5 y más;2005T2;22,1
Un parado;5 y más;2005T1;27,8
Un parado;5 y más;2004T4;32,1
Un parado;5 y más;2004T3;25,7
Un parado;5 y más;2004T2;20,5
Un parado;5 y más;2004T1;22,8
Un parado;5 y más;2003T4;23,5
Un parado;5 y más;2003T3;24,8
Un parado;5 y más;2003T2;21,1
Un parado;5 y más;2003T1;21,2
Un parado;5 y más;2002T4;22,6
Un parado;5 y más;2002T3;21,6
Un parado;5 y más;2002T2;20,5
Un parado;5 y más;2002T1;20,9
Dos parados;Total;2025T4;196,6
Dos parados;Total;2025T3;233,7
Dos parados;Total;2025T2;252,4
Dos parados;Total;2025T1;272,3
Dos parados;Total;2024T4;249,4
Dos parados;Total;2024T3;271,9
Dos parados;Total;2024T2;261,2
Dos parados;Total;2024T1;313,2
Dos parados;Total;2023T4;282,1
Dos parados;Total;2023T3;300,5
Dos parados;Total;2023T2;286
Dos parados;Total;2023T1;328,2
Dos parados;Total;2022T4;325,7
Dos parados;Total;2022T3;311,3
Dos parados;Total;2022T2;341,4
Dos parados;Total;2022T1;338,4
Dos parados;Total;2021T4;333,4
Dos parados;Total;2021T3;414,8
Dos parados;Total;2021T2;415,4
Dos parados;Total;2021T1;432,4
Dos parados;Total;2020T4;452,4
Dos parados;Total;2020T3;437,9
Dos parados;Total;2020T2;368,7
Dos parados;Total;2020T1;355,7
Dos parados;Total;2019T4;356
Dos parados;Total;2019T3;384,1
Dos parados;Total;2019T2;359,4
Dos parados;Total;2019T1;375,3
Dos parados;Total;2018T4;345,3
Dos parados;Total;2018T3;365
Dos parados;Total;2018T2;391,2
Dos parados;Total;2018T1;448,4
Dos parados;Total;2017T4;470
Dos parados;Total;2017T3;438,9
Dos parados;Total;2017T2;457,4
Dos parados;Total;2017T1;528,6
Dos parados;Total;2016T4;524,9
Dos parados;Total;2016T3;544,8
Dos parados;Total;2016T2;601,2
Dos parados;Total;2016T1;628,5
Dos parados;Total;2015T4;646,6
Dos parados;Total;2015T3;643
Dos parados;Total;2015T2;703,5
Dos parados;Total;2015T1;750,7
Dos parados;Total;2014T4;776,6
Dos parados;Total;2014T3;762,8
Dos parados;Total;2014T2;787,9
Dos parados;Total;2014T1;844,9
Dos parados;Total;2013T4;849,7
Dos parados;Total;2013T3;868
Dos parados;Total;2013T2;880,4
Dos parados;Total;2013T1;932,4
Dos parados;Total;2012T4;885,7
Dos parados;Total;2012T3;841
Dos parados;Total;2012T2;813,9
Dos parados;Total;2012T1;827,9
Dos parados;Total;2011T4;754,6
Dos parados;Total;2011T3;691,8
Dos parados;Total;2011T2;662,2
Dos parados;Total;2011T1;672,5
Dos parados;Total;2010T4;643,1
Dos parados;Total;2010T3;607,4
Dos parados;Total;2010T2;635,5
Dos parados;Total;2010T1;636,9
Dos parados;Total;2009T4;590,7
Dos parados;Total;2009T3;548,9
Dos parados;Total;2009T2;541
Dos parados;Total;2009T1;522,8
Dos parados;Total;2008T4;377,8
Dos parados;Total;2008T3;279,8
Dos parados;Total;2008T2;240,1
Dos parados;Total;2008T1;208,5
Dos parados;Total;2007T4;170,1
Dos parados;Total;2007T3;154,3
Dos parados;Total;2007T2;143,6
Dos parados;Total;2007T1;164,6
Dos parados;Total;2006T4;152,1
Dos parados;Total;2006T3;138,5
Dos parados;Total;2006T2;153,9
Dos parados;Total;2006T1;165,5
Dos parados;Total;2005T4;152,4
Dos parados;Total;2005T3;161,4
Dos parados;Total;2005T2;182,6
Dos parados;Total;2005T1;200,1
Dos parados;Total;2004T4;199
Dos parados;Total;2004T3;203,7
Dos parados;Total;2004T2;215
Dos parados;Total;2004T1;222,6
Dos parados;Total;2003T4;225,9
Dos parados;Total;2003T3;229,5
Dos parados;Total;2003T2;211
Dos parados;Total;2003T1;233,5
Dos parados;Total;2002T4;227,2
Dos parados;Total;2002T3;234,4
Dos parados;Total;2002T2;213,2
Dos parados;Total;2002T1;236,4
Dos parados;0;2025T4;..
Dos parados;0;2025T3;..
Dos parados;0;2025T2;..
Dos parados;0;2025T1;..
Dos parados;0;2024T4;..
Dos parados;0;2024T3;..
Dos parados;0;2024T2;..
Dos parados;0;2024T1;..
Dos parados;0;2023T4;..
Dos parados;0;2023T3;..
Dos parados;0;2023T2;..
Dos parados;0;2023T1;..
Dos parados;0;2022T4;..
Dos parados;0;2022T3;..
Dos parados;0;2022T2;..
Dos parados;0;2022T1;..
Dos parados;0;2021T4;..
Dos parados;0;2021T3;..
Dos parados;0;2021T2;..
Dos parados;0;2021T1;..
Dos parados;0;2020T4;..
Dos parados;0;2020T3;..
Dos parados;0;2020T2;..
Dos parados;0;2020T1;..
Dos parados;0;2019T4;..
Dos parados;0;2019T3;..
Dos parados;0;2019T2;..
Dos parados;0;2019T1;..
Dos parados;0;2018T4;..
Dos parados;0;2018T3;..
Dos parados;0;2018T2;..
Dos parados;0;2018T1;..
Dos parados;0;2017T4;..
Dos parados;0;2017T3;..
Dos parados;0;2017T2;..
Dos parados;0;2017T1;..
Dos parados;0;2016T4;..
Dos parados;0;2016T3;..
Dos parados;0;2016T2;..
Dos parados;0;2016T1;..
Dos parados;0;2015T4;..
Dos parados;0;2015T3;..
Dos parados;0;2015T2;..
Dos parados;0;2015T1;..
Dos parados;0;2014T4;..
Dos parados;0;2014T3;..
Dos parados;0;2014T2;..
Dos parados;0;2014T1;..
Dos parados;0;2013T4;..
Dos parados;0;2013T3;..
Dos parados;0;2013T2;..
Dos parados;0;2013T1;..
Dos parados;0;2012T4;..
Dos parados;0;2012T3;..
Dos parados;0;2012T2;..
Dos parados;0;2012T1;..
Dos parados;0;2011T4;..
Dos parados;0;2011T3;..
Dos parados;0;2011T2;..
Dos parados;0;2011T1;..
Dos parados;0;2010T4;..
Dos parados;0;2010T3;..
Dos parados;0;2010T2;..
Dos parados;0;2010T1;..
Dos parados;0;2009T4;..
Dos parados;0;2009T3;..
Dos parados;0;2009T2;..
Dos parados;0;2009T1;..
Dos parados;0;2008T4;..
Dos parados;0;2008T3;..
Dos parados;0;2008T2;..
Dos parados;0;2008T1;..
Dos parados;0;2007T4;..
Dos parados;0;2007T3;..
Dos parados;0;2007T2;..
Dos parados;0;2007T1;..
Dos parados;0;2006T4;..
Dos parados;0;2006T3;..
Dos parados;0;2006T2;..
Dos parados;0;2006T1;..
Dos parados;0;2005T4;..
Dos parados;0;2005T3;..
Dos parados;0;2005T2;..
Dos parados;0;2005T1;..
Dos parados;0;2004T4;..
Dos parados;0;2004T3;..
Dos parados;0;2004T2;..
Dos parados;0;2004T1;..
Dos parados;0;2003T4;..
Dos parados;0;2003T3;..
Dos parados;0;2003T2;..
Dos parados;0;2003T1;..
Dos parados;0;2002T4;..
Dos parados;0;2002T3;..
Dos parados;0;2002T2;..
Dos parados;0;2002T1;..
Dos parados;1;2025T4;..
Dos parados;1;2025T3;..
Dos parados;1;2025T2;..
Dos parados;1;2025T1;..
Dos parados;1;2024T4;..
Dos parados;1;2024T3;..
Dos parados;1;2024T2;..
Dos parados;1;2024T1;..
Dos parados;1;2023T4;..
Dos parados;1;2023T3;..
Dos parados;1;2023T2;..
Dos parados;1;2023T1;..
Dos parados;1;2022T4;..
Dos parados;1;2022T3;..
Dos parados;1;2022T2;..
Dos parados;1;2022T1;..
Dos parados;1;2021T4;..
Dos parados;1;2021T3;..
Dos parados;1;2021T2;..
Dos parados;1;2021T1;..
Dos parados;1;2020T4;..
Dos parados;1;2020T3;..
Dos parados;1;2020T2;..
Dos parados;1;2020T1;..
Dos parados;1;2019T4;..
Dos parados;1;2019T3;..
Dos parados;1;2019T2;..
Dos parados;1;2019T1;..
Dos parados;1;2018T4;..
Dos parados;1;2018T3;..
Dos parados;1;2018T2;..
Dos parados;1;2018T1;..
Dos parados;1;2017T4;..
Dos parados;1;2017T3;..
Dos parados;1;2017T2;..
Dos parados;1;2017T1;..
Dos parados;1;2016T4;..
Dos parados;1;2016T3;..
Dos parados;1;2016T2;..
Dos parados;1;2016T1;..
Dos parados;1;2015T4;..
Dos parados;1;2015T3;..
Dos parados;1;2015T2;..
Dos parados;1;2015T1;..
Dos parados;1;2014T4;..
Dos parados;1;2014T3;..
Dos parados;1;2014T2;..
Dos parados;1;2014T1;..
Dos parados;1;2013T4;..
Dos parados;1;2013T3;..
Dos parados;1;2013T2;..
Dos parados;1;2013T1;..
Dos parados;1;2012T4;..
Dos parados;1;2012T3;..
Dos parados;1;2012T2;..
Dos parados;1;2012T1;..
Dos parados;1;2011T4;..
Dos parados;1;2011T3;..
Dos parados;1;2011T2;..
Dos parados;1;2011T1;..
Dos parados;1;2010T4;..
Dos parados;1;2010T3;..
Dos parados;1;2010T2;..
Dos parados;1;2010T1;..
Dos parados;1;2009T4;..
Dos parados;1;2009T3;..
Dos parados;1;2009T2;..
Dos parados;1;2009T1;..
Dos parados;1;2008T4;..
Dos parados;1;2008T3;..
Dos parados;1;2008T2;..
Dos parados;1;2008T1;..
Dos parados;1;2007T4;..
Dos parados;1;2007T3;..
Dos parados;1;2007T2;..
Dos parados;1;2007T1;..
Dos parados;1;2006T4;..
Dos parados;1;2006T3;..
Dos parados;1;2006T2;..
Dos parados;1;2006T1;..
Dos parados;1;2005T4;..
Dos parados;1;2005T3;..
Dos parados;1;2005T2;..
Dos parados;1;2005T1;..
Dos parados;1;2004T4;..
Dos parados;1;2004T3;..
Dos parados;1;2004T2;..
Dos parados;1;2004T1;..
Dos parados;1;2003T4;..
Dos parados;1;2003T3;..
Dos parados;1;2003T2;..
Dos parados;1;2003T1;..
Dos parados;1;2002T4;..
Dos parados;1;2002T3;..
Dos parados;1;2002T2;..
Dos parados;1;2002T1;..
Dos parados;2;2025T4;96,6
Dos parados;2;2025T3;112,9
Dos parados;2;2025T2;128,2
Dos parados;2;2025T1;144,1
Dos parados;2;2024T4;129,8
Dos parados;2;2024T3;121,8
Dos parados;2;2024T2;120,4
Dos parados;2;2024T1;170,2
Dos parados;2;2023T4;153,2
Dos parados;2;2023T3;157,1
Dos parados;2;2023T2;147,5
Dos parados;2;2023T1;180,2
Dos parados;2;2022T4;167,6
Dos parados;2;2022T3;163,5
Dos parados;2;2022T2;166,2
Dos parados;2;2022T1;187,6
Dos parados;2;2021T4;176,8
Dos parados;2;2021T3;219
Dos parados;2;2021T2;224,4
Dos parados;2;2021T1;232,8
Dos parados;2;2020T4;255
Dos parados;2;2020T3;237,5
Dos parados;2;2020T2;211,7
Dos parados;2;2020T1;205,2
Dos parados;2;2019T4;201,3
Dos parados;2;2019T3;209,3
Dos parados;2;2019T2;195
Dos parados;2;2019T1;212,6
Dos parados;2;2018T4;197,6
Dos parados;2;2018T3;212,8
Dos parados;2;2018T2;227,6
Dos parados;2;2018T1;261,9
Dos parados;2;2017T4;268,9
Dos parados;2;2017T3;242,5
Dos parados;2;2017T2;271
Dos parados;2;2017T1;317,2
Dos parados;2;2016T4;312
Dos parados;2;2016T3;322,7
Dos parados;2;2016T2;364,8
Dos parados;2;2016T1;393,3
Dos parados;2;2015T4;390,3
Dos parados;2;2015T3;376
Dos parados;2;2015T2;442,9
Dos parados;2;2015T1;478,8
Dos parados;2;2014T4;471,9
Dos parados;2;2014T3;472,5
Dos parados;2;2014T2;485,4
Dos parados;2;2014T1;522,1
Dos parados;2;2013T4;515,2
Dos parados;2;2013T3;515,9
Dos parados;2;2013T2;540,4
Dos parados;2;2013T1;564,7
Dos parados;2;2012T4;551
Dos parados;2;2012T3;503,3
Dos parados;2;2012T2;497,6
Dos parados;2;2012T1;502,2
Dos parados;2;2011T4;441,9
Dos parados;2;2011T3;385
Dos parados;2;2011T2;374,7
Dos parados;2;2011T1;387,3
Dos parados;2;2010T4;372,5
Dos parados;2;2010T3;348,6
Dos parados;2;2010T2;360,9
Dos parados;2;2010T1;362,8
Dos parados;2;2009T4;325,9
Dos parados;2;2009T3;296,4
Dos parados;2;2009T2;273,9
Dos parados;2;2009T1;270,6
Dos parados;2;2008T4;189,7
Dos parados;2;2008T3;125,3
Dos parados;2;2008T2;106,2
Dos parados;2;2008T1;84
Dos parados;2;2007T4;68,2
Dos parados;2;2007T3;66,8
Dos parados;2;2007T2;54,1
Dos parados;2;2007T1;65
Dos parados;2;2006T4;61,5
Dos parados;2;2006T3;54,9
Dos parados;2;2006T2;59,7
Dos parados;2;2006T1;71
Dos parados;2;2005T4;66,7
Dos parados;2;2005T3;63,8
Dos parados;2;2005T2;69,3
Dos parados;2;2005T1;83,9
Dos parados;2;2004T4;84,3
Dos parados;2;2004T3;86,8
Dos parados;2;2004T2;95,5
Dos parados;2;2004T1;96,5
Dos parados;2;2003T4;97,8
Dos parados;2;2003T3;93,9
Dos parados;2;2003T2;84,1
Dos parados;2;2003T1;93
Dos parados;2;2002T4;89,7
Dos parados;2;2002T3;94,5
Dos parados;2;2002T2;87,5
Dos parados;2;2002T1;97
Dos parados;3;2025T4;68,5
Dos parados;3;2025T3;79,9
Dos parados;3;2025T2;78,9
Dos parados;3;2025T1;88,2
Dos parados;3;2024T4;79,8
Dos parados;3;2024T3;103
Dos parados;3;2024T2;81,4
Dos parados;3;2024T1;94,5
Dos parados;3;2023T4;80,7
Dos parados;3;2023T3;94,4
Dos parados;3;2023T2;97,4
Dos parados;3;2023T1;105,3
Dos parados;3;2022T4;106,2
Dos parados;3;2022T3;101
Dos parados;3;2022T2;110
Dos parados;3;2022T1;101
Dos parados;3;2021T4;106,8
Dos parados;3;2021T3;134,7
Dos parados;3;2021T2;119,7
Dos parados;3;2021T1;130,1
Dos parados;3;2020T4;142,6
Dos parados;3;2020T3;141,7
Dos parados;3;2020T2;117,8
Dos parados;3;2020T1;107,1
Dos parados;3;2019T4;108,2
Dos parados;3;2019T3;121,5
Dos parados;3;2019T2;114,7
Dos parados;3;2019T1;114
Dos parados;3;2018T4;109,8
Dos parados;3;2018T3;105,1
Dos parados;3;2018T2;112,3
Dos parados;3;2018T1;133,3
Dos parados;3;2017T4;142,5
Dos parados;3;2017T3;142,7
Dos parados;3;2017T2;137,6
Dos parados;3;2017T1;157,9
Dos parados;3;2016T4;158
Dos parados;3;2016T3;160,6
Dos parados;3;2016T2;179,2
Dos parados;3;2016T1;181,2
Dos parados;3;2015T4;193,2
Dos parados;3;2015T3;192,8
Dos parados;3;2015T2;187,5
Dos parados;3;2015T1;201,8
Dos parados;3;2014T4;223,4
Dos parados;3;2014T3;206,3
