Sexo;Edad;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2025T4;70
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2025T3;59,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2025T2;64,3
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2025T1;61,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2024T4;66,9
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2024T3;40,6
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2024T2;71,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2024T1;43,3
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2023T4;51,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2023T3;54,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2023T2;74,4
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2023T1;59,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2022T4;66,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2022T3;52,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2022T2;54,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2022T1;65,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2021T4;64,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2021T3;56,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2021T2;53,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2021T1;68,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2020T4;80,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2020T3;66,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2020T2;54,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2020T1;53,6
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2019T4;68,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2019T3;58
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2019T2;68,4
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2019T1;61,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2018T4;58,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2018T3;47,9
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2018T2;53,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2018T1;56,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2017T4;67,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2017T3;62,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2017T2;67,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2017T1;70,3
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2016T4;73,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2016T3;65,4
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2016T2;70,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2016T1;72,3
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2015T4;70,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2015T3;82,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2015T2;87,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2015T1;88,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2014T4;97,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2014T3;106,4
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2014T2;107,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria, con orientación general;2014T1;87
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T4;41,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T3;54
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T2;36
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T1;42,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T4;40,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T3;48,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T2;63,4
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T1;54,5
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;44
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;43,6
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;43,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;42,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;46,9
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;49,6
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;58,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;57,9
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;58,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;63,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;70,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;62,1
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;60,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;63,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;53,6
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;50,6
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;55
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;47,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;50,3
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;62,9
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;66,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;59,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;65,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;54,2
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;58
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;45,4
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;62,6
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;63,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T4;74
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T3;63,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T2;77,3
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T1;80,3
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T4;72,9
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T3;81
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T2;76,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T1;62,6
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T4;69,8
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T3;80,3
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T2;76,7
Ambos sexos;De 25 a 34 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T1;88,7
Ambos sexos;De 25 a 34 años;Educación superior;2025T4;213,7
Ambos sexos;De 25 a 34 años;Educación superior;2025T3;183,6
Ambos sexos;De 25 a 34 años;Educación superior;2025T2;210,1
Ambos sexos;De 25 a 34 años;Educación superior;2025T1;226,5
Ambos sexos;De 25 a 34 años;Educación superior;2024T4;198,9
Ambos sexos;De 25 a 34 años;Educación superior;2024T3;181,9
Ambos sexos;De 25 a 34 años;Educación superior;2024T2;191,1
Ambos sexos;De 25 a 34 años;Educación superior;2024T1;183,8
Ambos sexos;De 25 a 34 años;Educación superior;2023T4;200,3
Ambos sexos;De 25 a 34 años;Educación superior;2023T3;197,5
Ambos sexos;De 25 a 34 años;Educación superior;2023T2;201,8
Ambos sexos;De 25 a 34 años;Educación superior;2023T1;198,1
Ambos sexos;De 25 a 34 años;Educación superior;2022T4;192,4
Ambos sexos;De 25 a 34 años;Educación superior;2022T3;190,1
Ambos sexos;De 25 a 34 años;Educación superior;2022T2;204,3
Ambos sexos;De 25 a 34 años;Educación superior;2022T1;223,4
Ambos sexos;De 25 a 34 años;Educación superior;2021T4;207,8
Ambos sexos;De 25 a 34 años;Educación superior;2021T3;191,8
Ambos sexos;De 25 a 34 años;Educación superior;2021T2;254,6
Ambos sexos;De 25 a 34 años;Educación superior;2021T1;238,9
Ambos sexos;De 25 a 34 años;Educación superior;2020T4;206,3
Ambos sexos;De 25 a 34 años;Educación superior;2020T3;203,5
Ambos sexos;De 25 a 34 años;Educación superior;2020T2;160,7
Ambos sexos;De 25 a 34 años;Educación superior;2020T1;194,9
Ambos sexos;De 25 a 34 años;Educación superior;2019T4;205
Ambos sexos;De 25 a 34 años;Educación superior;2019T3;185,6
Ambos sexos;De 25 a 34 años;Educación superior;2019T2;195,8
Ambos sexos;De 25 a 34 años;Educación superior;2019T1;215,3
Ambos sexos;De 25 a 34 años;Educación superior;2018T4;205,3
Ambos sexos;De 25 a 34 años;Educación superior;2018T3;188,3
Ambos sexos;De 25 a 34 años;Educación superior;2018T2;208,6
Ambos sexos;De 25 a 34 años;Educación superior;2018T1;212,6
Ambos sexos;De 25 a 34 años;Educación superior;2017T4;215,7
Ambos sexos;De 25 a 34 años;Educación superior;2017T3;202
Ambos sexos;De 25 a 34 años;Educación superior;2017T2;227
Ambos sexos;De 25 a 34 años;Educación superior;2017T1;229,9
Ambos sexos;De 25 a 34 años;Educación superior;2016T4;225,7
Ambos sexos;De 25 a 34 años;Educación superior;2016T3;184,4
Ambos sexos;De 25 a 34 años;Educación superior;2016T2;214,8
Ambos sexos;De 25 a 34 años;Educación superior;2016T1;228,8
Ambos sexos;De 25 a 34 años;Educación superior;2015T4;237
Ambos sexos;De 25 a 34 años;Educación superior;2015T3;217,2
Ambos sexos;De 25 a 34 años;Educación superior;2015T2;258,9
Ambos sexos;De 25 a 34 años;Educación superior;2015T1;287,7
Ambos sexos;De 25 a 34 años;Educación superior;2014T4;290,8
Ambos sexos;De 25 a 34 años;Educación superior;2014T3;275,8
Ambos sexos;De 25 a 34 años;Educación superior;2014T2;312,6
Ambos sexos;De 25 a 34 años;Educación superior;2014T1;284
Ambos sexos;De 35 a 44 años;Total;2025T4;405,1
Ambos sexos;De 35 a 44 años;Total;2025T3;406,8
Ambos sexos;De 35 a 44 años;Total;2025T2;378,4
Ambos sexos;De 35 a 44 años;Total;2025T1;418,9
Ambos sexos;De 35 a 44 años;Total;2024T4;399,4
Ambos sexos;De 35 a 44 años;Total;2024T3;382,1
Ambos sexos;De 35 a 44 años;Total;2024T2;364,5
Ambos sexos;De 35 a 44 años;Total;2024T1;386,1
Ambos sexos;De 35 a 44 años;Total;2023T4;394
Ambos sexos;De 35 a 44 años;Total;2023T3;387,8
Ambos sexos;De 35 a 44 años;Total;2023T2;403,2
Ambos sexos;De 35 a 44 años;Total;2023T1;423,8
Ambos sexos;De 35 a 44 años;Total;2022T4;415,5
Ambos sexos;De 35 a 44 años;Total;2022T3;417,5
Ambos sexos;De 35 a 44 años;Total;2022T2;458,6
Ambos sexos;De 35 a 44 años;Total;2022T1;467
Ambos sexos;De 35 a 44 años;Total;2021T4;466,1
Ambos sexos;De 35 a 44 años;Total;2021T3;460,6
Ambos sexos;De 35 a 44 años;Total;2021T2;521,3
Ambos sexos;De 35 a 44 años;Total;2021T1;497,1
Ambos sexos;De 35 a 44 años;Total;2020T4;462,9
Ambos sexos;De 35 a 44 años;Total;2020T3;463,3
Ambos sexos;De 35 a 44 años;Total;2020T2;390
Ambos sexos;De 35 a 44 años;Total;2020T1;436,4
Ambos sexos;De 35 a 44 años;Total;2019T4;487
Ambos sexos;De 35 a 44 años;Total;2019T3;455,5
Ambos sexos;De 35 a 44 años;Total;2019T2;490,8
Ambos sexos;De 35 a 44 años;Total;2019T1;504,9
Ambos sexos;De 35 a 44 años;Total;2018T4;508,1
Ambos sexos;De 35 a 44 años;Total;2018T3;495,3
Ambos sexos;De 35 a 44 años;Total;2018T2;510,4
Ambos sexos;De 35 a 44 años;Total;2018T1;514,6
Ambos sexos;De 35 a 44 años;Total;2017T4;524,5
Ambos sexos;De 35 a 44 años;Total;2017T3;522,1
Ambos sexos;De 35 a 44 años;Total;2017T2;562,6
Ambos sexos;De 35 a 44 años;Total;2017T1;574,1
Ambos sexos;De 35 a 44 años;Total;2016T4;582,8
Ambos sexos;De 35 a 44 años;Total;2016T3;542,8
Ambos sexos;De 35 a 44 años;Total;2016T2;588,9
Ambos sexos;De 35 a 44 años;Total;2016T1;597,8
Ambos sexos;De 35 a 44 años;Total;2015T4;620,5
Ambos sexos;De 35 a 44 años;Total;2015T3;634,8
Ambos sexos;De 35 a 44 años;Total;2015T2;677
Ambos sexos;De 35 a 44 años;Total;2015T1;652,9
Ambos sexos;De 35 a 44 años;Total;2014T4;688,4
Ambos sexos;De 35 a 44 años;Total;2014T3;676,4
Ambos sexos;De 35 a 44 años;Total;2014T2;749,6
