Sexo;Tipo de jornada;Tipo de contrato o relación laboral;Periodo;Total
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2010T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2010T1;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2009T4;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2009T3;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2009T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2009T1;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2008T4;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2008T3;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2008T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2008T1;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2007T4;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2007T3;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2007T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2007T1;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2006T4;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2006T3;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2006T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2006T1;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2005T4;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2005T3;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2005T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2005T1;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2004T4;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2004T3;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2004T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2004T1;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2003T4;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2003T3;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2003T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2003T1;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2002T4;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2002T3;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2002T2;..
Ambos sexos;No clasificable;Asalariados con contrato indefinido;2002T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2025T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2025T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2025T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2025T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2024T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2024T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2024T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2024T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2023T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2023T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2023T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2023T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2022T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2022T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2022T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2022T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2021T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2021T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2021T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2021T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2020T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2020T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2020T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2020T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2019T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2019T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2019T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2019T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2018T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2018T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2018T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2018T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2017T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2017T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2017T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2017T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2016T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2016T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2016T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2016T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2015T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2015T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2015T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2015T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2014T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2014T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2014T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2014T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2013T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2013T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2013T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2013T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2012T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2012T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2012T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2012T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2011T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2011T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2011T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2011T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2010T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2010T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2010T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2010T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2009T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2009T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2009T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2009T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2008T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2008T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2008T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2008T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2007T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2007T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2007T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2007T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2006T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2006T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2006T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2006T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2005T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2005T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2005T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2005T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2004T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2004T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2004T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2004T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2003T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2003T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2003T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2003T1;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2002T4;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2002T3;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2002T2;..
Ambos sexos;No clasificable;Asalariados con contrato temporal;2002T1;..
Ambos sexos;No clasificable;No clasificable;2025T4;..
Ambos sexos;No clasificable;No clasificable;2025T3;..
Ambos sexos;No clasificable;No clasificable;2025T2;..
Ambos sexos;No clasificable;No clasificable;2025T1;..
Ambos sexos;No clasificable;No clasificable;2024T4;..
Ambos sexos;No clasificable;No clasificable;2024T3;..
Ambos sexos;No clasificable;No clasificable;2024T2;..
Ambos sexos;No clasificable;No clasificable;2024T1;..
Ambos sexos;No clasificable;No clasificable;2023T4;..
Ambos sexos;No clasificable;No clasificable;2023T3;..
Ambos sexos;No clasificable;No clasificable;2023T2;..
Ambos sexos;No clasificable;No clasificable;2023T1;..
Ambos sexos;No clasificable;No clasificable;2022T4;..
Ambos sexos;No clasificable;No clasificable;2022T3;..
Ambos sexos;No clasificable;No clasificable;2022T2;..
Ambos sexos;No clasificable;No clasificable;2022T1;..
Ambos sexos;No clasificable;No clasificable;2021T4;..
Ambos sexos;No clasificable;No clasificable;2021T3;..
Ambos sexos;No clasificable;No clasificable;2021T2;..
Ambos sexos;No clasificable;No clasificable;2021T1;..
Ambos sexos;No clasificable;No clasificable;2020T4;..
Ambos sexos;No clasificable;No clasificable;2020T3;..
Ambos sexos;No clasificable;No clasificable;2020T2;..
Ambos sexos;No clasificable;No clasificable;2020T1;..
Ambos sexos;No clasificable;No clasificable;2019T4;..
Ambos sexos;No clasificable;No clasificable;2019T3;..
Ambos sexos;No clasificable;No clasificable;2019T2;..
Ambos sexos;No clasificable;No clasificable;2019T1;..
Ambos sexos;No clasificable;No clasificable;2018T4;..
Ambos sexos;No clasificable;No clasificable;2018T3;..
Ambos sexos;No clasificable;No clasificable;2018T2;..
Ambos sexos;No clasificable;No clasificable;2018T1;..
Ambos sexos;No clasificable;No clasificable;2017T4;..
Ambos sexos;No clasificable;No clasificable;2017T3;..
Ambos sexos;No clasificable;No clasificable;2017T2;..
Ambos sexos;No clasificable;No clasificable;2017T1;..
Ambos sexos;No clasificable;No clasificable;2016T4;..
Ambos sexos;No clasificable;No clasificable;2016T3;..
Ambos sexos;No clasificable;No clasificable;2016T2;..
Ambos sexos;No clasificable;No clasificable;2016T1;..
Ambos sexos;No clasificable;No clasificable;2015T4;..
Ambos sexos;No clasificable;No clasificable;2015T3;..
Ambos sexos;No clasificable;No clasificable;2015T2;..
Ambos sexos;No clasificable;No clasificable;2015T1;..
Ambos sexos;No clasificable;No clasificable;2014T4;..
Ambos sexos;No clasificable;No clasificable;2014T3;..
Ambos sexos;No clasificable;No clasificable;2014T2;..
Ambos sexos;No clasificable;No clasificable;2014T1;..
Ambos sexos;No clasificable;No clasificable;2013T4;..
Ambos sexos;No clasificable;No clasificable;2013T3;..
Ambos sexos;No clasificable;No clasificable;2013T2;..
Ambos sexos;No clasificable;No clasificable;2013T1;..
Ambos sexos;No clasificable;No clasificable;2012T4;..
Ambos sexos;No clasificable;No clasificable;2012T3;..
Ambos sexos;No clasificable;No clasificable;2012T2;..
Ambos sexos;No clasificable;No clasificable;2012T1;..
Ambos sexos;No clasificable;No clasificable;2011T4;..
Ambos sexos;No clasificable;No clasificable;2011T3;..
Ambos sexos;No clasificable;No clasificable;2011T2;..
Ambos sexos;No clasificable;No clasificable;2011T1;..
Ambos sexos;No clasificable;No clasificable;2010T4;..
Ambos sexos;No clasificable;No clasificable;2010T3;..
Ambos sexos;No clasificable;No clasificable;2010T2;..
Ambos sexos;No clasificable;No clasificable;2010T1;..
Ambos sexos;No clasificable;No clasificable;2009T4;..
Ambos sexos;No clasificable;No clasificable;2009T3;..
Ambos sexos;No clasificable;No clasificable;2009T2;..
Ambos sexos;No clasificable;No clasificable;2009T1;..
Ambos sexos;No clasificable;No clasificable;2008T4;..
Ambos sexos;No clasificable;No clasificable;2008T3;..
Ambos sexos;No clasificable;No clasificable;2008T2;..
Ambos sexos;No clasificable;No clasificable;2008T1;..
Ambos sexos;No clasificable;No clasificable;2007T4;..
Ambos sexos;No clasificable;No clasificable;2007T3;..
Ambos sexos;No clasificable;No clasificable;2007T2;..
Ambos sexos;No clasificable;No clasificable;2007T1;..
Ambos sexos;No clasificable;No clasificable;2006T4;..
Ambos sexos;No clasificable;No clasificable;2006T3;..
Ambos sexos;No clasificable;No clasificable;2006T2;..
Ambos sexos;No clasificable;No clasificable;2006T1;..
Ambos sexos;No clasificable;No clasificable;2005T4;..
Ambos sexos;No clasificable;No clasificable;2005T3;..
Ambos sexos;No clasificable;No clasificable;2005T2;..
Ambos sexos;No clasificable;No clasificable;2005T1;..
Ambos sexos;No clasificable;No clasificable;2004T4;..
Ambos sexos;No clasificable;No clasificable;2004T3;..
Ambos sexos;No clasificable;No clasificable;2004T2;..
Ambos sexos;No clasificable;No clasificable;2004T1;..
Ambos sexos;No clasificable;No clasificable;2003T4;..
Ambos sexos;No clasificable;No clasificable;2003T3;..
Ambos sexos;No clasificable;No clasificable;2003T2;..
Ambos sexos;No clasificable;No clasificable;2003T1;..
Ambos sexos;No clasificable;No clasificable;2002T4;..
Ambos sexos;No clasificable;No clasificable;2002T3;..
Ambos sexos;No clasificable;No clasificable;2002T2;..
Ambos sexos;No clasificable;No clasificable;2002T1;..
Hombres;Total;Total;2025T4;12.005,8
Hombres;Total;Total;2025T3;11.985,4
Hombres;Total;Total;2025T2;11.878,4
Hombres;Total;Total;2025T1;11.612,5
Hombres;Total;Total;2024T4;11.706,6
Hombres;Total;Total;2024T3;11.710,5
Hombres;Total;Total;2024T2;11.595,6
Hombres;Total;Total;2024T1;11.393,0
Hombres;Total;Total;2023T4;11.445,9
Hombres;Total;Total;2023T3;11.545,9
Hombres;Total;Total;2023T2;11.423,6
Hombres;Total;Total;2023T1;11.091,2
Hombres;Total;Total;2022T4;11.136,0
Hombres;Total;Total;2022T3;11.292,6
Hombres;Total;Total;2022T2;11.123,8
Hombres;Total;Total;2022T1;10.905,9
Hombres;Total;Total;2021T4;10.930,8
Hombres;Total;Total;2021T3;10.873,3
Hombres;Total;Total;2021T2;10.678,2
Hombres;Total;Total;2021T1;10.450,4
Hombres;Total;Total;2020T4;10.469,8
Hombres;Total;Total;2020T3;10.454,2
Hombres;Total;Total;2020T2;10.133,4
Hombres;Total;Total;2020T1;10.661,2
Hombres;Total;Total;2019T4;10.808,6
Hombres;Total;Total;2019T3;10.824,5
Hombres;Total;Total;2019T2;10.750,2
Hombres;Total;Total;2019T1;10.599,1
Hombres;Total;Total;2018T4;10.653,1
Hombres;Total;Total;2018T3;10.662,4
Hombres;Total;Total;2018T2;10.528,3
Hombres;Total;Total;2018T1;10.284,0
Hombres;Total;Total;2017T4;10.339,2
Hombres;Total;Total;2017T3;10.420,5
Hombres;Total;Total;2017T2;10.256,9
Hombres;Total;Total;2017T1;10.048,5
Hombres;Total;Total;2016T4;10.071,9
Hombres;Total;Total;2016T3;10.112,8
Hombres;Total;Total;2016T2;9.971,1
Hombres;Total;Total;2016T1;9.847,4
Hombres;Total;Total;2015T4;9.863,3
Hombres;Total;Total;2015T3;9.896,5
Hombres;Total;Total;2015T2;9.761,4
Hombres;Total;Total;2015T1;9.520,2
Hombres;Total;Total;2014T4;9.558,3
Hombres;Total;Total;2014T3;9.605,9
Hombres;Total;Total;2014T2;9.441,0
Hombres;Total;Total;2014T1;9.165,6
Hombres;Total;Total;2013T4;9.306,8
Hombres;Total;Total;2013T3;9.384,8
Hombres;Total;Total;2013T2;9.333,2
Hombres;Total;Total;2013T1;9.238,3
Hombres;Total;Total;2012T4;9.435,7
Hombres;Total;Total;2012T3;9.645,8
Hombres;Total;Total;2012T2;9.663,1
Hombres;Total;Total;2012T1;9.688,0
Hombres;Total;Total;2011T4;9.980,3
Hombres;Total;Total;2011T3;10.204,0
Hombres;Total;Total;2011T2;10.229,1
Hombres;Total;Total;2011T1;10.196,5
Hombres;Total;Total;2010T4;10.341,1
Hombres;Total;Total;2010T3;10.514,1
Hombres;Total;Total;2010T2;10.470,2
Hombres;Total;Total;2010T1;10.369,3
Hombres;Total;Total;2009T4;10.550,8
Hombres;Total;Total;2009T3;10.705,3
Hombres;Total;Total;2009T2;10.777,1
Hombres;Total;Total;2009T1;10.899,2
Hombres;Total;Total;2008T4;11.414,9
Hombres;Total;Total;2008T3;11.841,6
Hombres;Total;Total;2008T2;11.950,2
Hombres;Total;Total;2008T1;12.014,0
Hombres;Total;Total;2007T4;12.086,6
Hombres;Total;Total;2007T3;12.175,9
Hombres;Total;Total;2007T2;12.083,3
Hombres;Total;Total;2007T1;11.923,7
Hombres;Total;Total;2006T4;11.895,2
Hombres;Total;Total;2006T3;11.928,9
Hombres;Total;Total;2006T2;11.772,7
Hombres;Total;Total;2006T1;11.637,3
Hombres;Total;Total;2005T4;11.622,0
Hombres;Total;Total;2005T3;11.620,7
Hombres;Total;Total;2005T2;11.433,8
Hombres;Total;Total;2005T1;11.263,6
Hombres;Total;Total;2004T4;11.155,1
Hombres;Total;Total;2004T3;11.069,0
Hombres;Total;Total;2004T2;10.925,2
Hombres;Total;Total;2004T1;10.803,0
Hombres;Total;Total;2003T4;10.811,8
Hombres;Total;Total;2003T3;10.810,3
Hombres;Total;Total;2003T2;10.696,6
Hombres;Total;Total;2003T1;10.540,6
